295,649	0,000
295,069	0,015
295,359	0,000
295,359	0,010
295,069	0,024
294,780	0,034
295,359	0,005
295,649	0,005
295,359	0,010
295,069	0,020
295,069	0,010
295,359	0,020
295,359	0,010
295,649	0,010
295,359	0,010
295,938	0,005
295,649	0,010
295,938	0,015
295,938	0,010
295,938	0,015
295,069	0,015
295,649	0,005
295,069	0,020
295,359	0,010
295,069	0,010
295,069	0,005
295,359	0,024
295,359	0,005
295,069	0,010
295,069	0,005
294,780	0,005
294,780	0,005
294,780	0,010
295,359	0,015
295,069	0,000
294,780	0,005
295,069	0,000
295,359	0,000
295,069	0,010
294,780	0,005
295,069	0,005
295,359	0,015
295,069	0,000
295,069	0,020
295,069	0,015
294,490	0,000
294,201	0,005
293,911	0,000
294,780	0,015
294,201	0,010
294,780	0,010
294,201	0,024
294,490	0,005
293,911	0,010
294,490	0,000
294,201	0,024
294,490	0,010
293,622	0,020
293,622	0,015
293,911	0,015
293,332	0,015
293,332	0,010
293,622	0,015
293,622	0,010
293,332	0,010
293,622	0,015
293,332	0,015
293,332	0,010
293,332	0,024
293,332	0,010
293,332	0,010
293,332	0,010
293,042	0,005
293,042	0,010
293,332	0,010
293,042	0,020
292,753	0,020
293,042	0,000
293,042	0,010
292,463	0,010
293,042	0,010
292,753	0,010
293,332	0,020
292,463	0,010
292,463	0,015
292,174	0,010
292,174	0,010
292,174	0,010
291,884	0,010
292,174	0,010
292,174	0,015
291,884	0,010
292,174	0,010
292,463	0,005
292,753	0,005
292,174	0,005
292,174	0,005
291,594	0,015
291,594	0,005
291,594	0,020
291,594	0,020
291,594	0,020
291,305	0,000
291,594	0,024
292,174	0,049
291,305	0,020
291,015	0,029
291,015	0,020
291,305	0,020
290,726	0,020
291,305	0,015
291,015	0,015
290,726	0,020
291,015	0,015
290,726	0,015
291,015	0,015
290,726	0,015
290,726	0,024
290,726	0,020
290,726	0,020
290,436	0,015
290,436	0,020
291,305	0,005
290,436	0,015
291,015	0,010
291,015	0,020
291,015	0,010
290,726	0,020
290,726	0,020
290,726	0,029
290,726	0,015
290,146	0,024
290,436	0,020
290,146	0,020
290,726	0,000
290,726	0,024
289,567	0,024
290,146	0,029
290,436	0,015
290,146	0,015
289,857	0,024
290,146	0,020
